1.527571,0.173905,0.873550,0.609278,1.000000,1.116742,0.2305,45.25,0.9887,20.031,2.6421,9.0938,8.1049,3.5313,8.9592,1.2813,8.7777,1,6.1806,0.5625,3.6572,0.125,6.0535,0.09375,36.243750980205746,31517.638941000045,295379.84640299913,28.845688125292885,3.0778944278320357,343.0,2075.0
1.498818,0.531567,1.075003,0.488187,1.000000,1.287517,0.45142,53.781,0.87793,24.594,2.4999,12.906,5.3839,3.375,18.483,1.1875,9.3433,0.5625,5.9121,0.40625,2.485,0.1875,1.1035,0.0625,47.59676547789181,38062.674442999974,376920.7886610004,36.80867076767582,3.717058051074216,383.0,2439.0
1.717855,0.549737,0.886708,0.178335,1.000000,1.387507,0.37698,35.063,1.7051,12.594,3.516,4.625,11.704,3.8125,15.662,1.5,15.555,1.0938,11.271,0.34375,40.366,0.0625,46.789,0.0625,59.039263821455904,30809.93397999996,461433.6896710025,45.06188375693384,3.008782615234371,214.0,1999.0
1.370811,0.513670,0.815625,0.302958,1.000000,1.122977,0.34289,67,1.0064,18.844,3.6974,6.7188,6.078,2.5625,7.6099,0.125,8.3942,1.3125,8.0204,0.65625,6.7018,0.21875,13.962,0.09375,40.442065726878695,35529.184034999766,264568.50102900027,25.836767678613306,3.469646878417946,499.0,2483.0
1.728200,0.240973,0.948925,0.084393,1.000000,1.356327,0.51471,55.094,1.1559,20.719,2.768,9.1875,7.2828,3.1875,25.505,1.3125,31.109,0.46875,29.67,0.3125,17.839,0.25,16.634,0.15625,65.33615425519967,41030.76472200002,501710.81276899885,48.99519655947255,4.006910617382815,258.0,2437.0
1.914522,0.008827,0.972803,0.317997,1.000000,1.386380,0.9251,63.5,1.4495,18.219,4.6395,8.25,9.3372,2.9063,29.417,1.5,23.514,0.84375,18.243,0.25,22.357,0.09375,73.136,0.0625,75.73718298920944,47467.148105,628701.6031780018,61.39664093535174,4.635463682128906,228.0,1967.0
2.383424,-0.039140,0.651016,-0.204418,1.000000,1.575971,4.8558,15.688,7.259,16.75,9.8668,6.6563,19.173,7.3125,34.74,1.9688,66.099,1.125,48.235,0.71875,15.018,0.25,28.724,0.0625,211.14242458017122,83759.63132699962,1717404.812777001,167.715313747754,8.179651496777307,125.0,1527.0
1.560098,0.397974,0.899075,0.433789,1.000000,1.225620,0.18953,84.063,0.25736,42.344,1.1132,6.3438,2.6686,5.5313,7.0551,1.9688,5.5177,1.0313,5.047,0.625,3.0453,0.34375,2.6426,0.125,21.01837767367076,18743.13515699998,166853.31041799992,16.294268595507805,1.8303842926757792,367.0,2754.0
1.585394,0.297562,0.999392,0.650510,1.000000,1.221187,0.51951,46.094,1.1231,15.75,5.3361,5.5625,16.901,3.0313,30.371,1.3125,11.662,0.75,9.2153,0.40625,5.6338,0.125,4.6022,0.0625,65.01789441800149,42299.366417999976,534727.145989998,52.219447850585745,4.13079750175781,240.0,1973.0
1.755908,0.397544,0.752866,0.043578,1.000000,1.360266,0.47699,31,1.701,15.625,4.1314,6.5938,9.5916,3.75,14.565,1.3125,16.069,0.625,23.433,0.59375,23.926,0.21875,21.633,0.125,63.36649086252026,31978.05548399995,497165.6342920007,48.55133147382819,3.1228569808593702,180.0,1988.0
1.532493,0.244165,0.978642,0.688073,1.000000,1.157732,0.33619,48.438,0.99007,15.281,2.3972,11.563,4.4696,3.6875,5.8386,1.8438,10.711,0.96875,5.5241,0.5625,4.2401,0.15625,3.3779,0.09375,32.84513547692251,27649.26216199998,253161.28269499986,24.72278151318358,2.7001232580078107,343.0,2195.0
1.586174,0.244843,0.884546,0.322684,1.000000,1.202719,0.32261,36.594,1.1297,19.75,3.3945,9.4375,9.5949,2.9375,7.9323,1.5313,17.166,1.0938,4.8637,0.53125,4.1288,0.15625,4.365,0.125,48.066161895797975,32063.894315999816,362533.1852669998,35.40363137373045,3.131239679296857,305.0,2000.0
2.050012,-0.080491,0.957401,-0.157835,1.000000,1.480115,0.15999,61.063,0.54352,15.813,4.9405,8.8438,7.8136,2.6875,16.051,2,37.832,0.71875,13.111,0.46875,7.5343,0.125,5.5209,0.0625,67.87929353352357,24652.06986599998,542197.0022180004,52.948925997851596,2.4074286978515604,143.0,1981.0
1.722428,0.119406,0.964290,0.702602,1.000000,1.229764,0.22996,44.906,0.55009,28.406,3.0102,6.0313,8.2681,3,8.9538,2.4688,6.079,1.0938,8.7382,0.5625,4.0782,0.0625,0.96432,0.125,35.71839519982931,22978.779161999904,278724.68862699857,27.21920787373033,2.2440214025390532,254.0,2286.0
1.453069,0.573392,1.215682,1.019789,1.159209,1.248257,0.14057,50,0.51205,19.813,2.9612,7.9688,3.7154,2.9688,6.5604,1.0938,6.4863,0.65625,3.2145,0.5,3.1673,0.125,2.424,0.0625,24.659280546858852,16160.782528000067,184482.12223399998,18.01583224941406,1.5782014187500066,300.0,2000.0
1.679918,0.477820,1.073660,-0.149781,1.009744,1.533444,0.44184,76.906,0.58294,26.063,2.6886,5.375,9.7748,4.1563,36.791,1.375,69.692,0.53125,21.258,0.25,18.376,0.0625,43.957,0.0625,109.3105316391717,31334.609145,730496.9421309994,71.33759200498041,3.060020424316406,226.0,2399.0
1.434302,0.213750,0.769733,0.064926,1.000000,1.147501,1.0637,47.875,3.16,15.719,7.0365,9.4063,16.154,2.9063,16.647,1.3438,20.527,0.65625,15.144,0.375,3.3585,0.125,4.8525,0.0625,77.39923086451633,61924.93095299998,567532.6388439988,55.42310926210926,6.047356538378905,415.0,1981.0
1.633795,0.268952,0.887125,0.358831,1.000000,1.245488,0.37801,42.344,1.4065,15.031,2.7134,7.1563,8.3352,3.9688,16.474,2.4063,12.356,1.3438,8.5302,0.84375,8.9868,0.1875,67.603,0.03125,49.71054429801401,30895.147048999952,379166.7107329989,37.027999095019425,3.0171042040039016,308.0,1955.0
1.662795,0.434333,0.648259,-0.462935,1.000000,1.364996,0.34448,34.844,0.73527,13.813,3.1779,3.7813,8.9232,3.0625,12.48,2.25,15.534,0.84375,13.816,0.5625,7.3744,0.3125,6.7553,0.09375,48.051896613564324,26194.962785999985,363215.97045700107,35.47030961494151,2.5581018345703113,226.0,2125.0
1.760886,0.322450,1.009278,0.169819,1.000000,1.389998,0.64864,23.844,0.9855,10.438,4.1369,8.0938,7.7475,3.3125,20.419,1.25,29.592,0.8125,7.8486,0.21875,8.7716,0.1875,4.6396,0.15625,72.29155520891048,24065.910136999915,497552.35410400014,48.58909708046876,2.350186536816398,179.0,1737.0
1.682624,0.131785,0.550651,-0.342867,1.000000,1.220200,0.28178,32.031,0.69199,28.594,3.0215,3.5313,9.61,4.9063,10.67,2.5313,7.7895,1.0938,5.7599,0.46875,4.7383,0.21875,8.2012,0.0625,42.06903661718752,27151.183426999967,325570.19676500023,31.793964527832053,2.6514827565429657,286.0,2054.0
1.340252,0.648553,1.031070,0.658587,1.000000,1.182396,0.30509,71.313,0.39038,47.563,0.82311,16.656,2.2846,6.125,3.11,1.8438,7.2573,1.1875,5.839,0.71875,2.7767,0.28125,5.9762,0.09375,19.464327336203453,22942.404206000054,148773.7657940002,14.528688065820333,2.240469160742193,530.0,2908.0
1.551336,0.556036,0.935679,0.307751,1.000000,1.305967,0.25523,77.625,0.34267,31.406,1.0644,11.438,4.3578,3.8125,7.5109,2.2813,6.444,0.78125,4.8829,0.46875,3.1848,0.15625,4.271,0.09375,26.062550153868656,20181.996648000164,200620.01409400007,19.591798251367194,1.970898110156266,316.0,2819.0
1.743985,0.100081,0.622820,-0.199437,1.000000,1.282614,0.9493,27.313,2.1803,21,6.6292,6.7188,12.034,3.3125,17.755,1.125,18.71,0.46875,5.5744,0.40625,4.6392,0.15625,2.9235,0.0625,67.5296305389236,41519.597294999905,509001.8120750001,49.707208210449224,4.054648173339834,252.0,2015.0
1.197620,0.482814,0.687640,0.531432,1.000000,0.922047,0.65868,25.125,3.3233,14.875,9.3797,7.4375,9.0275,3.375,8.8845,1.3438,8.9602,0.90625,7.4467,0.28125,7.988,0.125,10.008,0.09375,49.45709700263002,48565.021764000005,353090.40064799757,34.481484438281015,4.742677906640625,489.0,1615.0
1.683897,0.144291,0.989899,0.692030,1.000000,1.240693,0.4685,47.219,1.5581,22.938,4.6676,9.5,8.9618,3.8125,16.129,2.125,10.015,0.5625,13.066,0.25,91.369,0.0625,92.181,0.03125,58.807756977374325,37585.18369600003,457893.5488580001,44.71616688066407,3.670428095312503,283.0,2087.0
1.490347,0.561501,0.888807,0.338717,1.000000,1.236832,0.19217,55.375,0.4044,22.531,0.72345,14.531,3.2921,2.4375,6.0537,2.125,5.9123,0.90625,2.9939,0.75,2.5047,0.15625,2.0654,0.125,22.2674957247027,18877.38682399998,175012.7249750009,17.09108642333993,1.843494807031248,390.0,2631.0
1.703722,0.274533,0.920260,0.125532,1.000000,1.350489,0.6958,50.031,0.88674,15.594,2.6459,10,7.5117,3.375,9.6909,1.6563,16.232,0.6875,8.4208,0.25,12.317,0.0625,6.4165,0.0625,39.76991061063481,21305.94893600001,292584.1565360004,28.572671536718786,2.0806590757812513,240.0,2019.0
1.536945,0.075763,0.648785,0.286392,1.000000,1.111015,0.64922,50,0.80613,49.969,2.9071,9.3438,5.5376,5.1563,8.5493,2.9063,8.8614,1.625,7.374,0.75,8.1705,0.21875,15.622,0.15625,35.17343419595824,36156.59410100009,236417.4265289997,23.087639309472628,3.53091739267579,506.0,2823.0
1.756549,0.219895,0.803230,-0.020088,1.000000,1.341274,0.9417,70.469,1.3214,33.781,3.3073,6.875,10.567,4.0625,26.214,1.5625,26.64,0.6875,15.087,0.34375,26.883,0.03125,64.659,0.0625,68.62286869118161,48563.348661999866,562960.1752589989,54.97657961513661,4.742514517773424,266.0,2124.0
1.511250,0.195490,0.861823,0.563431,1.000000,1.117703,0.4133,75.719,0.51827,38.844,0.88329,9.6563,1.7844,5.625,3.1048,2.1875,3.6387,1.125,2.9081,0.65625,1.6009,0.21875,3.5304,0.09375,15.313386374954458,26004.76649899992,120522.4739070004,11.769772842480508,2.539527978417961,654.0,3163.0
1.563873,0.305941,0.690022,0.155548,1.000000,1.182693,0.91962,67.563,0.89574,49.969,3.8017,9.9375,6.6651,3.75,15.445,1.9375,10.148,1.25,7.6551,0.65625,6.5203,0.1875,8.0361,0.15625,47.167698912559985,46709.68780699987,356261.0363639998,34.79111683242186,4.561492949902331,367.0,2542.0
1.561831,0.035450,0.515946,0.230470,1.000000,1.067560,0.74011,65.531,1.1364,22.375,3.5363,8.6563,7.0827,4.3438,7.1583,4.3438,7.2132,0.90625,9.8199,0.5,4.2658,0.1875,6.2518,0.0625,33.78305717871593,36664.564485000104,249069.6194379996,24.323205023242146,3.5805238754882915,445.0,2481.0
1.703262,0.259256,0.956737,0.125578,1.000000,1.349696,0.63254,50.031,0.59428,20.875,1.5236,11.125,5.4724,5.3125,14.039,1.375,15.864,1.2813,10.876,0.6875,55.863,0.0625,85.097,0.0625,43.27860941137095,24592.135384999958,351992.37845799985,34.37425570878905,2.401575721191402,229.0,2204.0
