1.348950,-0.153007,0.479078,0.606512,1.000000,0.739492,0.30061,50,4.2334,8.4375,13.395,8.4375,5.6597,5.5938,3.2363,2.4688,4.5179,0.90625,2.6388,0.28125,1.6478,0.25,1.6934,0.0625
1.471880,0.387966,0.996960,0.658533,1.000000,1.187980,0.50316,65.781,1.2538,16.938,3.1925,7.1875,5.4243,5.7813,7.5145,1.9375,15.193,1.25,11.788,0.65625,6.8662,0.09375,18.156,0.0625
1.286984,0.440737,0.806947,0.651138,1.000000,1.012105,0.53714,58.531,1.3815,18.469,4.16,11.188,5.8623,5.5625,7.2552,2.4688,11.561,1.0313,8.4287,0.5,6.1819,0.28125,4.7204,0.125
1.325676,0.381274,0.797048,0.529148,1.000000,1.033322,0.2607,58.781,0.91183,18.188,1.6166,7.3125,2.7224,5.4375,3.3845,3.0625,4.4289,1.1875,2.5717,0.40625,1.4825,0.25,0.25572,0.15625
1.326048,0.234919,0.673687,0.452908,1.000000,0.966412,0.3288,44.063,1.3677,14.406,2.5472,8.6563,3.3585,5.2188,3.7424,2.875,7.1352,1,2.9898,0.46875,3.286,0.15625,2.9532,0.0625
1.760170,0.060418,0.898254,0.246122,1.000000,1.305247,0.85013,73.594,1.6638,13.406,5.0588,4.75,22.151,1.9688,48.213,2,21.308,1.125,17.542,0.3125,28.502,0.15625,27.179,0.09375
1.279305,0.414113,0.789729,0.333189,1.000000,1.041925,0.52888,42.781,1.7633,13.094,4.0921,11.688,6.6487,4.625,10.011,1.875,11.719,1.0313,4.6086,0.65625,2.4359,0.28125,2.5201,0.125
1.283588,0.298208,0.814988,0.747740,1.000000,0.965286,0.61226,72.594,1.0271,29.063,2.5981,8.7813,4.1072,4.5,6.3065,3.1875,8.7063,1.3438,5.7674,0.625,2.5952,0.3125,2.6772,0.09375
1.259451,0.506862,0.917343,0.774272,1.000000,1.028348,0.43813,70.438,1.3699,17.531,3.3175,9.75,4.1503,6.5938,5.9734,2,8.7681,1.125,8.0681,0.625,4.7931,0.28125,1.5874,0.125
1.417357,0.413497,1.044337,1.021153,1.048826,1.050427,0.63801,49.969,0.6947,26.656,5.3085,4.6875,10.454,5.125,11.298,2.5625,13.487,0.9375,11.447,0.3125,27.905,0.09375,46.939,0.0625
1.387439,0.353012,1.098593,0.764604,1.121173,1.187938,0.52415,66.906,1.0022,23.656,2.0666,12.281,4.0204,6.125,7.1202,3.1875,11.167,1.1563,9.0883,0.625,6.1744,0.21875,1.455,0.1875
1.332519,0.008491,0.511988,0.466294,1.000000,0.822510,0.24269,50.063,1.9067,12.938,8.3044,8.2188,4.1172,5.5625,3.0398,3.4375,6.2026,1.0313,3.2282,0.53125,3.9766,0.28125,12.375,0.03125
1.255786,0.422802,1.017562,0.547467,1.127714,1.194500,0.66594,58.438,1.3138,19.906,4.6618,4.5313,8.43,2.5313,8.4243,1.7813,8.0906,0.84375,7.7289,0.40625,8.2568,0.21875,7.127,0.125
1.428281,0.500904,0.943166,0.524645,1.000000,1.179951,0.13375,48,0.4704,23.688,1.3755,7.1875,1.9706,4.75,2.8312,1.75,6.8315,0.84375,3.228,0.625,8.1766,0.125,10.543,0.09375
1.320072,0.284758,1.027737,0.807464,1.043992,1.093908,0.45849,57.438,2.4723,10.125,4.1883,8.7188,5.6952,4.1875,9.5134,2.1563,13.574,0.84375,7.0456,0.625,9.7674,0.125,15.045,0.09375
1.500395,0.198723,0.795349,0.363691,1.000000,1.122986,1.6779,49.969,1.5778,49.969,1.4355,10.094,2.836,2.8125,4.122,2.5,6.8532,1.2813,2.6883,0.40625,1.9227,0.15625,1.4467,0.09375
1.509464,0.259448,1.119702,0.387346,1.037567,1.313013,0.40151,62.469,1.2457,32.281,3.4847,7.5625,8.5735,2,15.617,1.4688,22.13,0.84375,18.549,0.71875,17.407,0.25,11.507,0.09375
1.459699,0.322054,0.934114,0.662728,1.000000,1.134826,0.80302,50.031,0.64573,28.844,2.5509,5.9375,4.5527,4.625,7.4078,2.625,8.6065,1,4.8465,0.375,6.4282,0.15625,6.3445,0.125
1.423664,0.456171,1.005088,0.460789,1.000000,1.214202,0.39448,71.438,1.1265,9.9063,2.2622,11.094,5.1822,4.9688,5.7619,1.8438,13.591,1.0313,12.021,0.53125,5.3578,0.3125,4.3979,0.09375
1.622676,0.249219,1.063573,0.538688,1.000000,1.298031,0.16888,55.031,0.41153,23.75,1.0205,4.7188,3.089,3.4688,7.7349,1.5313,9.9566,0.625,15.606,0.1875,77.27,0.0625,85.965,0.0625
1.185385,0.583641,0.634200,0.226092,1.000000,0.987744,1.2746,50.031,1.7618,15.375,4.1595,9.9063,3.2399,4.3438,4.7519,2.6875,10.635,0.6875,2.5616,0.40625,2.4313,0.09375,5.6024,0.0625
1.301665,0.405185,0.751573,0.524518,1.000000,0.996911,0.32184,85.625,1.3038,11.875,2.3854,13.125,4.1666,4.9688,5.7214,1,5.7363,1.25,6.0531,0.3125,25.219,0.09375,49.836,0.0625
1.290827,0.490706,0.937474,0.827555,1.000000,1.055534,0.49746,60.344,0.97221,21.5,2.4023,8.1875,5.3675,4.6563,6.4202,2.0313,5.8197,1.5625,5.7822,0.71875,1.8219,0.28125,3.8243,0.15625
1.186408,0.611368,0.963277,0.759547,1.043575,1.035786,0.7095,66.156,1.196,28.094,3.0945,5.8438,6.3326,6,7.0185,1.4063,8.1605,0.875,6.303,0.59375,1.9325,0.25,1.7208,0.15625
1.527763,0.015577,0.939409,0.714194,1.000000,1.089698,0.65235,49.938,1.7357,24.656,4.0762,8.4063,6.2183,3.75,7.2167,1.3125,10.548,0.84375,5.2512,0.46875,5.2391,0.21875,7.2943,0.125
1.325326,0.575978,1.065384,0.881530,1.000000,1.125560,0.31673,58.344,0.73403,18.813,2.0877,12,4.1121,4.3125,6.6116,2.2813,10.273,0.96875,6.4651,0.4375,15.046,0.09375,26.428,0.0625
1.100155,0.546202,0.842140,0.833668,1.000000,0.920084,1.3264,58.438,2.3524,25.281,2.7314,13.219,4.0446,7.7813,7.9075,1.3125,7.8798,1.0625,4.7949,0.4375,6.6141,0.15625,3.8439,0.09375
1.287613,0.554581,0.987044,0.615678,1.000000,1.111365,0.97396,99.969,1.5419,16.281,3.8344,6.7188,7.7252,2.8438,12.009,2,23.292,1.2188,22.575,0.46875,10.669,0.15625,10.866,0.125
