1.527571,0.173905,0.873550,0.609278,1.000000,1.116742,0.2305,45.25,0.9887,20.031,2.6421,9.0938,8.1049,3.5313,8.9592,1.2813,8.7777,1,6.1806,0.5625,3.6572,0.125,6.0535,0.09375
1.498818,0.531567,1.075003,0.488187,1.000000,1.287517,0.45142,53.781,0.87793,24.594,2.4999,12.906,5.3839,3.375,18.483,1.1875,9.3433,0.5625,5.9121,0.40625,2.485,0.1875,1.1035,0.0625
1.717855,0.549737,0.886708,0.178335,1.000000,1.387507,0.37698,35.063,1.7051,12.594,3.516,4.625,11.704,3.8125,15.662,1.5,15.555,1.0938,11.271,0.34375,40.366,0.0625,46.789,0.0625
1.370811,0.513670,0.815625,0.302958,1.000000,1.122977,0.34289,67,1.0064,18.844,3.6974,6.7188,6.078,2.5625,7.6099,0.125,8.3942,1.3125,8.0204,0.65625,6.7018,0.21875,13.962,0.09375
1.728200,0.240973,0.948925,0.084393,1.000000,1.356327,0.51471,55.094,1.1559,20.719,2.768,9.1875,7.2828,3.1875,25.505,1.3125,31.109,0.46875,29.67,0.3125,17.839,0.25,16.634,0.15625
1.914522,0.008827,0.972803,0.317997,1.000000,1.386380,0.9251,63.5,1.4495,18.219,4.6395,8.25,9.3372,2.9063,29.417,1.5,23.514,0.84375,18.243,0.25,22.357,0.09375,73.136,0.0625
2.383424,-0.039140,0.651016,-0.204418,1.000000,1.575971,4.8558,15.688,7.259,16.75,9.8668,6.6563,19.173,7.3125,34.74,1.9688,66.099,1.125,48.235,0.71875,15.018,0.25,28.724,0.0625
1.560098,0.397974,0.899075,0.433789,1.000000,1.225620,0.18953,84.063,0.25736,42.344,1.1132,6.3438,2.6686,5.5313,7.0551,1.9688,5.5177,1.0313,5.047,0.625,3.0453,0.34375,2.6426,0.125
1.585394,0.297562,0.999392,0.650510,1.000000,1.221187,0.51951,46.094,1.1231,15.75,5.3361,5.5625,16.901,3.0313,30.371,1.3125,11.662,0.75,9.2153,0.40625,5.6338,0.125,4.6022,0.0625
1.755908,0.397544,0.752866,0.043578,1.000000,1.360266,0.47699,31,1.701,15.625,4.1314,6.5938,9.5916,3.75,14.565,1.3125,16.069,0.625,23.433,0.59375,23.926,0.21875,21.633,0.125
1.532493,0.244165,0.978642,0.688073,1.000000,1.157732,0.33619,48.438,0.99007,15.281,2.3972,11.563,4.4696,3.6875,5.8386,1.8438,10.711,0.96875,5.5241,0.5625,4.2401,0.15625,3.3779,0.09375
1.586174,0.244843,0.884546,0.322684,1.000000,1.202719,0.32261,36.594,1.1297,19.75,3.3945,9.4375,9.5949,2.9375,7.9323,1.5313,17.166,1.0938,4.8637,0.53125,4.1288,0.15625,4.365,0.125
2.050012,-0.080491,0.957401,-0.157835,1.000000,1.480115,0.15999,61.063,0.54352,15.813,4.9405,8.8438,7.8136,2.6875,16.051,2,37.832,0.71875,13.111,0.46875,7.5343,0.125,5.5209,0.0625
1.722428,0.119406,0.964290,0.702602,1.000000,1.229764,0.22996,44.906,0.55009,28.406,3.0102,6.0313,8.2681,3,8.9538,2.4688,6.079,1.0938,8.7382,0.5625,4.0782,0.0625,0.96432,0.125
1.453069,0.573392,1.215682,1.019789,1.159209,1.248257,0.14057,50,0.51205,19.813,2.9612,7.9688,3.7154,2.9688,6.5604,1.0938,6.4863,0.65625,3.2145,0.5,3.1673,0.125,2.424,0.0625
1.679918,0.477820,1.073660,-0.149781,1.009744,1.533444,0.44184,76.906,0.58294,26.063,2.6886,5.375,9.7748,4.1563,36.791,1.375,69.692,0.53125,21.258,0.25,18.376,0.0625,43.957,0.0625
1.434302,0.213750,0.769733,0.064926,1.000000,1.147501,1.0637,47.875,3.16,15.719,7.0365,9.4063,16.154,2.9063,16.647,1.3438,20.527,0.65625,15.144,0.375,3.3585,0.125,4.8525,0.0625
1.633795,0.268952,0.887125,0.358831,1.000000,1.245488,0.37801,42.344,1.4065,15.031,2.7134,7.1563,8.3352,3.9688,16.474,2.4063,12.356,1.3438,8.5302,0.84375,8.9868,0.1875,67.603,0.03125
1.662795,0.434333,0.648259,-0.462935,1.000000,1.364996,0.34448,34.844,0.73527,13.813,3.1779,3.7813,8.9232,3.0625,12.48,2.25,15.534,0.84375,13.816,0.5625,7.3744,0.3125,6.7553,0.09375
1.760886,0.322450,1.009278,0.169819,1.000000,1.389998,0.64864,23.844,0.9855,10.438,4.1369,8.0938,7.7475,3.3125,20.419,1.25,29.592,0.8125,7.8486,0.21875,8.7716,0.1875,4.6396,0.15625
1.682624,0.131785,0.550651,-0.342867,1.000000,1.220200,0.28178,32.031,0.69199,28.594,3.0215,3.5313,9.61,4.9063,10.67,2.5313,7.7895,1.0938,5.7599,0.46875,4.7383,0.21875,8.2012,0.0625
1.340252,0.648553,1.031070,0.658587,1.000000,1.182396,0.30509,71.313,0.39038,47.563,0.82311,16.656,2.2846,6.125,3.11,1.8438,7.2573,1.1875,5.839,0.71875,2.7767,0.28125,5.9762,0.09375
1.551336,0.556036,0.935679,0.307751,1.000000,1.305967,0.25523,77.625,0.34267,31.406,1.0644,11.438,4.3578,3.8125,7.5109,2.2813,6.444,0.78125,4.8829,0.46875,3.1848,0.15625,4.271,0.09375
