1.348950,-0.153007,0.479078,0.606512,1.000000,0.739492
1.471880,0.387966,0.996960,0.658533,1.000000,1.187980
1.286984,0.440737,0.806947,0.651138,1.000000,1.012105
1.325676,0.381274,0.797048,0.529148,1.000000,1.033322
1.326048,0.234919,0.673687,0.452908,1.000000,0.966412
1.760170,0.060418,0.898254,0.246122,1.000000,1.305247
1.279305,0.414113,0.789729,0.333189,1.000000,1.041925
1.283588,0.298208,0.814988,0.747740,1.000000,0.965286
1.259451,0.506862,0.917343,0.774272,1.000000,1.028348
1.417357,0.413497,1.044337,1.021153,1.048826,1.050427
1.387439,0.353012,1.098593,0.764604,1.121173,1.187938
1.332519,0.008491,0.511988,0.466294,1.000000,0.822510
1.255786,0.422802,1.017562,0.547467,1.127714,1.194500
1.428281,0.500904,0.943166,0.524645,1.000000,1.179951
1.320072,0.284758,1.027737,0.807464,1.043992,1.093908
1.500395,0.198723,0.795349,0.363691,1.000000,1.122986
1.509464,0.259448,1.119702,0.387346,1.037567,1.313013
1.459699,0.322054,0.934114,0.662728,1.000000,1.134826
1.423664,0.456171,1.005088,0.460789,1.000000,1.214202
1.622676,0.249219,1.063573,0.538688,1.000000,1.298031
1.185385,0.583641,0.634200,0.226092,1.000000,0.987744
1.301665,0.405185,0.751573,0.524518,1.000000,0.996911
1.290827,0.490706,0.937474,0.827555,1.000000,1.055534
1.186408,0.611368,0.963277,0.759547,1.043575,1.035786
1.527763,0.015577,0.939409,0.714194,1.000000,1.089698
1.325326,0.575978,1.065384,0.881530,1.000000,1.125560
1.100155,0.546202,0.842140,0.833668,1.000000,0.920084
1.287613,0.554581,0.987044,0.615678,1.000000,1.111365
1.478923,0.290432,1.100047,0.812364,1.007917,1.148256
1.563064,-0.009392,0.749466,0.295667,1.000000,1.082037
1.431851,0.051999,0.693315,0.539277,1.000000,0.966461
1.317845,0.239721,0.815618,0.801507,1.000000,0.941196
1.279264,0.300579,0.865154,0.639852,1.000000,1.025223
1.350706,0.510502,0.865511,0.372174,1.000000,1.145883
1.265371,0.403209,0.698405,0.566794,1.000000,0.959442
1.679576,0.341873,1.331320,0.740188,1.000000,1.411837
2.005928,-0.161245,0.866678,0.058274,1.000000,1.382846
1.456378,0.118187,0.683688,0.406719,1.000000,1.049822
1.622713,0.032474,0.782715,0.367058,1.000000,1.129778
1.322518,0.364549,0.718095,0.499930,1.000000,1.001783
1.181454,0.651802,0.815183,0.471094,1.000000,1.029841
1.435596,0.527732,0.914633,0.528092,1.000000,1.189693
1.452378,0.365158,0.910388,0.542952,1.000000,1.152461
1.734688,0.465766,1.065315,0.235074,1.000000,1.473263
1.449971,0.385958,0.582132,0.112545,1.000000,1.074159
1.278208,0.811743,1.067807,0.575006,1.010054,1.197444
1.466332,0.079557,0.874781,0.708851,1.000000,1.052989
1.365016,0.336108,0.690340,0.593960,1.000000,0.977152
1.476977,0.050016,0.896982,0.732756,1.000000,1.055093
1.586016,0.511006,0.552248,0.000547,1.000000,1.381153
